Nom,Cognoms,DNI,País d'origen,Ciutat,Dia de Naixement,Mes de Naixement,Any de Naixement,Gènere,Salari mensual,Grup Professional,Càrrec,Nombre_fills,Te_cotxe,Km_anuals,Consum_mitja_L_100km,Temperatura_mitjana_ciutat,Cost_vida_index,Transport_public_score,Clima_tipus,cost_vida_categoria,transport_categoria,franja_edat,te_fills,increment_percent,salari_ajustat,index_dependencia_familiar,ratio_salari_cost_vida,etapa_vital,Edat
Marco,Rossi Lombardi,62597519M,Itàlia,Napoli,13.0,10.0,1962.0,Dona,2065.0,Grup C,Analista,1.0,,,,42.0,65.0,6.5,Mediterrani,low,low,60+,True,5.5,2178.57,1032.5,33.52,1,64.0
Paolo,Barbieri Romano,60603699M,Itàlia,Firenze,2.0,7.0,1980.0,Home,1804.0,Grup C,Administratiu/va,0.0,True,6369.0,0.5,11.3,77.0,7.1,Continental,high,medium,45-59,False,6.0,1912.24,1804.0,24.83,1,46.0
David,Domènech,47808190J,Espanya,Murcia,30.0,6.0,1983.0,Home,2810.0,Grup C,Tècnic IT,0.0,False,,,15.8,60.0,6.5,Mediterrani,low,low,30-44,False,3.5,2908.35,2810.0,48.47,1,43.0
Ilaria,Rizzo,42823207X,Itàlia,Torino,16.0,9.0,1998.0,Prefereix no contestar,2180.0,Grup C,Administratiu/va,0.0,,,,15.0,74.0,7.2,Continental,high,medium,18-29,False,4.0,2267.2,2180.0,30.64,0,28.0
,Moreno Costa,11212316Z,Espanya,Alacant,21.0,11.0,1985.0,Home,3070.0,Grup C,Cap de projecte,4.0,,,,21.8,68.0,7.0,Mediterrani,low,low,30-44,True,5.0,3223.5,614.0,47.4,2,41.0
Claudia,Gil Fernández,19213734E,Espanya,Palma,3.0,7.0,1971.0,Home,1777.14,Grup C,Analista senior,0.0,True,81219.0,6.6,13.3,73.0,7.2,Mediterrani,medium,medium,45-59,False,5.0,1866.0,1777.14,25.56,1,55.0
Sara,,86887786C,Espanya,Màlaga,30.0,11.0,1997.0,Home,2502.0,Grup C,Analista,2.0,False,,,19.7,68.5,7.209797297297297,,medium,medium,18-29,True,4.5,2614.59,834.0,38.17,1,29.0
Marina,Sánchez Ruiz,98587007G,Espanya,Alacant,2.0,10.0,2001.0,Dona,2426.0,Grup C,Analista,1.0,,,,16.7,68.0,7.0,Mediterrani,low,low,18-29,True,4.0,2523.04,1213.0,37.1,1,25.0
Mia,Richter Koch,21043725G,Alemanya,Hamburg,25.0,5.0,1995.0,Home,2163.0,Grup C,Analista,0.0,False,,,14.7,78.0,8.1,Oceànic,high,high,30-44,False,4.5,2260.34,2163.0,28.98,1,31.0
Irene,,44737951T,Espanya,Palma,15.0,5.0,1975.0,Dona,2000.0,Grup C,Analista senior,0.0,,,,16.0,73.0,7.2,Mediterrani,medium,medium,45-59,False,5.0,2100.0,2000.0,28.77,1,51.0
Aina,Costa,33094514T,Espanya,Murcia,19.0,5.0,1980.0,Dona,2191.0,Grup C,Tècnic IT,1.0,,,,20.1,60.0,6.5,Mediterrani,low,low,45-59,True,6.0,2322.46,1095.5,38.71,1,46.0
Irene,Ribera,92790730R,Espanya,Tarragona,23.0,11.0,1980.0,Home,2683.0,Grup C,Cap de projecte,0.0,,,,15.2,67.0,6.9,Mediterrani,low,low,45-59,False,4.5,2803.73,2683.0,41.85,1,46.0
Marta,Vila,69389198K,Espanya,Las Palmas de Gran Canaria,13.0,1.0,1988.0,Home,2403.0,Grup C,Administratiu/va,0.0,True,7861.0,,19.3,62.0,6.8,Subtropical,low,low,30-44,False,3.5,2487.1,2403.0,40.11,1,38.0
Giulia,Conti,19565463N,Itàlia,Milano,30.0,6.0,1964.0,Dona,2852.0,Grup C,Analista,3.0,True,80000.0,5.3,10.6,80.0,7.5,Continental,high,medium,60+,True,7.0,3051.64,713.0,38.15,2,62.0
Carlos,Pérez,37950280V,Espanya,Valladolid,11.0,4.0,2003.0,Dona,2625.0,Grup C,Tècnic IT,0.0,,,,14.5,64.0,6.7,Continental,low,low,18-29,False,2.5,2690.62,2625.0,42.04,0,23.0
Giulia,Conti Russo,72192924S,Itàlia,Bologna,29.0,10.0,1990.0,Home,1931.0,Grup C,Administratiu/va,0.0,,,,15.0,74.32967032967034,7.1098901098901095,,high,medium,30-44,False,5.0,2027.55,1931.0,27.28,1,36.0
Alba,Gil,42964310Y,Espanya,Las Palmas de Gran Canaria,7.0,10.0,1971.0,Dona,2184.0,Grup C,Analista,0.0,,,,20.6,62.0,6.8,Subtropical,low,low,45-59,False,4.5,2282.28,2184.0,36.81,1,55.0
Adrià,,57511543T,Espanya,Palma,31.0,12.0,1991.0,Home,2010.0,Grup C,Analista,1.0,False,,,-10.0,73.0,7.2,Mediterrani,medium,medium,30-44,True,5.5,2120.55,1005.0,29.05,1,35.0
