Nom,Cognoms,DNI,País d'origen,Ciutat,Dia de Naixement,Mes de Naixement,Any de Naixement,Gènere,Salari mensual,Grup Professional,Càrrec,Nombre_fills,Te_cotxe,Km_anuals,Consum_mitja_L_100km,Temperatura_mitjana_ciutat,Cost_vida_index,Transport_public_score,Clima_tipus,cost_vida_categoria,transport_categoria,franja_edat,te_fills,increment_percent,salari_ajustat,index_dependencia_familiar,ratio_salari_cost_vida,etapa_vital,Edat
Élise,Fournier Martin,24496399A,França,Lille,7.0,10.0,1979.0,Home,1265.0,Grup B,Analista,1.0,,,,14.6,71.0,7.3,Continental,medium,medium,45-59,True,8.0,1366.2,632.5,19.24,1,47.0
Hugo,Navarro Pérez,88453254J,Espanya,Girona,10.0,3.0,1961.0,Home,1807.0,Grup B,Administratiu/va,0.0,True,42512.0,6.8,13.8,66.0,6.8,Mediterrani,low,low,60+,False,5.5,1906.38,1807.0,28.88,1,65.0
Laia,Roca,75631212Y,Espanya,Sevilla,29.0,10.0,1990.0,Home,1893.0,Grup B,Analista junior,0.0,False,,,22.2,65.0,7.0,Mediterrani,low,low,30-44,False,5.0,1987.65,1893.0,30.58,1,36.0
Alba,Muñoz,97954019T,Espanya,Bilbao,25.0,10.0,1983.0,Dona,1409.0,Grup B,Responsable de vendes,0.0,,,,14.7,72.0,7.8,Oceànic,medium,high,30-44,False,5.0,1479.45,1409.0,20.55,1,43.0
Marta,Moreno Romero,50216625X,Espanya,Murcia,18.0,12.0,1983.0,Prefereix no contestar,1087.0,Grup B,Analista,0.0,,,,42.0,60.0,6.5,Mediterrani,low,low,30-44,False,5.0,1141.35,1087.0,19.02,1,43.0
Valentina,Mancini,24123001Q,Itàlia,Napoli,25.0,2.0,1981.0,Home,1277.0,Grup B,Administratiu/va,1.0,,,,17.7,65.0,6.5,Mediterrani,low,low,45-59,True,7.5,1372.78,638.5,21.12,1,45.0
David,Ferrer López,30601948Z,Espanya,Madrid,9.0,11.0,1958.0,Dona,1215.0,Grup B,Administratiu/va,0.0,,,,18.7,75.0,8.0,Continental,high,high,60+,False,6.5,1293.97,1215.0,17.25,1,68.0
Marina,,60653170Y,Espanya,Alacant,2.0,1.0,1996.0,Home,1725.0,Grup B,Administratiu/va,0.0,True,6140.0,13.3,18.9,68.0,7.0,Mediterrani,low,low,30-44,False,5.0,1811.25,1725.0,26.64,1,30.0
Pau,,81965066H,Espanya,Barcelona,23.0,2.0,1989.0,Dona,1517.31,Grup B,Analista,0.0,,,,13.4,78.0,8.5,Mediterrani,high,high,30-44,False,6.0,1608.35,1517.31,20.62,1,37.0
Guillem,,78588767C,Espanya,Murcia,13.0,8.0,1995.0,Dona,1390.0,Grup B,Analista senior,0.0,,,,15.6,60.0,6.5,Mediterrani,low,low,30-44,False,5.0,1459.5,1390.0,24.32,1,31.0
Paolo,Russo,39855935L,Itàlia,Napoli,23.0,11.0,1973.0,Dona,1459.0,Grup B,Tècnic IT,4.0,True,118147.0,10.2,17.4,65.0,6.5,Mediterrani,low,low,45-59,True,7.5,1568.42,291.8,24.13,2,53.0
Carlos,Ruiz,36512868F,Espanya,Alacant,6.0,5.0,1987.0,Dona,1556.0,Grup B,Tècnic IT,0.0,False,,,17.3,68.0,7.0,Mediterrani,low,low,30-44,False,5.0,1633.8,1556.0,24.03,1,39.0
Elias,Hansen,18718099Y,Noruega,Trondheim,2.0,11.0,2000.0,Dona,1278.0,Grup B,Analista,2.0,False,,,4.0,87.95454545454545,9.036363636363637,,high,high,18-29,True,6.5,1361.07,426.0,15.47,1,26.0
Léa,Richard,13922081M,França,Toulouse,14.0,2.0,1963.0,Home,1390.0,Grup B,Administratiu/va,0.0,,,,13.3,74.36363636363636,7.615909090909091,,high,high,60+,False,6.5,1480.35,1390.0,19.91,1,63.0
Alejandro,,89196483V,Espanya,Màlaga,2.0,5.0,1958.0,Home,2002.0,Grup B,Analista senior,0.0,,,,18.6,68.5,7.209797297297297,,medium,medium,60+,False,6.0,2122.12,2002.0,30.98,1,68.0
David,Vila,71174364G,Espanya,Barcelona,16.0,4.0,1976.0,Dona,1511.0,Grup B,Cap de projecte,0.0,,,,17.7,78.0,8.5,Mediterrani,high,high,45-59,False,7.0,1616.77,1511.0,20.73,1,50.0
Noa,,90014633M,Espanya,València,10.0,8.0,1983.0,Home,2130.0,Grup B,Analista,0.0,,,,16.3,70.0,7.5,Mediterrani,medium,medium,30-44,False,5.5,2247.15,2130.0,32.1,1,43.0
Ole,Johnsen,67429121A,Noruega,Oslo,13.0,9.0,1971.0,Dona,1778.0,Grup B,Analista senior,0.0,False,,,6.9,90.0,9.2,Fred,high,high,45-59,False,7.0,1902.46,1778.0,21.14,1,55.0
Gabriele,Lombardi,14930347Y,Itàlia,Firenze,8.0,1.0,2000.0,Prefereix no contestar,1432.0,Grup B,Analista,3.0,,,,10.5,77.0,7.1,Continental,high,medium,18-29,True,7.0,1532.24,358.0,19.9,2,26.0
Oriol,,82359410A,Espanya,Zaragoza,27.0,4.0,2001.0,Dona,1761.0,Grup B,Cap de projecte,0.0,False,,,38.0,68.0,7.0,Continental,low,low,18-29,False,4.0,1831.44,1761.0,26.93,0,25.0
Luca,Gallo Costa,56938851M,Itàlia,Venezia,1.0,2.0,1980.0,Prefereix no contestar,1377.0,Grup B,Tècnic IT,1.0,False,,,15.5,79.0,7.0,Mediterrani,high,low,45-59,True,9.5,1507.82,688.5,19.09,1,46.0
Gabriele,Rossi Greco,92894635G,Itàlia,Genova,8.0,7.0,1963.0,Dona,1616.0,Grup B,Analista,0.0,True,115098.0,13.4,17.7,72.0,6.9,Mediterrani,medium,low,60+,False,6.5,1721.04,1616.0,23.9,1,63.0
Xavier,Sánchez Gil,37111862V,Espanya,Palma,16.0,12.0,1977.0,Dona,1753.0,Grup B,Analista,0.0,False,,,20.4,73.0,7.2,Mediterrani,medium,medium,45-59,False,6.5,1866.94,1753.0,25.57,1,49.0
David,Pujol Costa,86758847Y,Espanya,Zaragoza,6.0,1.0,1969.0,Dona,1644.0,Grup B,Analista,0.0,True,21422.0,9.8,16.7,68.0,7.0,Continental,low,low,45-59,False,6.0,1742.64,1644.0,25.63,1,57.0
,Hernández,61268618C,Espanya,Bilbao,24.0,2.0,1995.0,Dona,2290.0,Grup B,Cap de projecte,0.0,True,65950.0,,15.0,72.0,7.8,Oceànic,medium,high,30-44,False,5.0,2404.5,2290.0,33.4,1,31.0
,Navarro Vila,34213769C,Espanya,Palma,31.0,8.0,1994.0,Dona,1643.0,Grup B,Cap de projecte,2.0,True,40000.0,4.6,22.3,73.0,7.2,Mediterrani,medium,medium,30-44,True,7.0,1758.01,547.67,24.08,1,32.0
Marina,,94206105L,Espanya,Barcelona,5.0,5.0,1963.0,Prefereix no contestar,1056.0,Grup B,Analista,0.0,False,,,-5.0,78.0,8.5,Mediterrani,high,high,60+,False,6.5,1124.64,1056.0,14.42,1,63.0
Antoine,Richard Dubois,63741103L,França,Toulouse,7.0,12.0,1966.0,Dona,1729.0,Grup B,Analista,0.0,,,,14.4,74.36363636363636,7.615909090909091,,high,high,60+,False,6.5,1841.38,1729.0,24.76,1,60.0
Nil,Fernández,21413788H,Espanya,Alacant,9.0,4.0,1960.0,Home,1557.0,Grup B,Analista,3.0,False,,,-5.0,68.0,7.0,Mediterrani,low,low,60+,True,7.0,1665.99,389.25,24.5,2,66.0
Marco,Conti Rizzo,61286168S,Itàlia,Torino,19.0,1.0,1967.0,Home,1376.0,Grup B,Analista,0.0,True,53463.0,25.0,13.6,74.0,7.2,Continental,high,medium,45-59,False,7.5,1479.2,1376.0,19.99,1,59.0
Núria,,62027391F,Espanya,Màlaga,29.0,1.0,1985.0,Dona,2121.0,Grup B,Analista senior,0.0,True,11346.0,11.6,19.73181818181818,68.5,7.209797297297297,,medium,medium,30-44,False,5.5,2237.65,2121.0,32.67,1,41.0
Marta,López Serra,69330327C,Espanya,Màlaga,9.0,8.0,1974.0,Dona,1909.0,Grup B,Analista,0.0,,,,19.73181818181818,68.5,7.209797297297297,,medium,medium,45-59,False,6.5,2033.08,1909.0,29.68,1,52.0
Davide,Ferrari,93297363C,Itàlia,Firenze,2.0,11.0,1974.0,Dona,1435.0,Grup B,Analista,1.0,True,44565.0,6.1,16.1,77.0,7.1,Continental,high,medium,45-59,True,9.0,1564.15,717.5,20.31,1,52.0
Martina,Romano,49849912M,Itàlia,Napoli,25.0,6.0,1985.0,Home,2040.0,Grup B,Analista senior,0.0,False,,,15.1,65.0,6.5,Mediterrani,low,low,30-44,False,5.0,2142.0,2040.0,32.95,1,41.0
Marc,Pérez,39343051Y,Espanya,Murcia,2.0,2.0,1995.0,Home,1525.0,Grup B,Tècnic IT,2.0,,,,19.111904761904764,60.0,6.5,Mediterrani,low,low,30-44,True,6.5,1624.12,508.33,27.07,1,31.0
Xavier,López,95156202C,Espanya,Las Palmas de Gran Canaria,15.0,3.0,2004.0,Dona,1310.0,Grup B,Administratiu/va,0.0,,,,21.9,62.0,6.8,Subtropical,low,low,18-29,False,4.0,1362.4,1310.0,21.97,0,22.0
Anna,Moreno,11361006M,Espanya,Zaragoza,10.0,3.0,1968.0,Dona,2000.0,Grup B,Analista,3.0,True,3936.0,12.9,15.317073170731707,68.0,7.0,Continental,low,low,45-59,True,7.5,2150.0,500.0,31.62,2,58.0
Hugo,Bernard,96583583Q,França,Nice,20.0,5.0,1984.0,Home,1207.0,Grup B,Cap de projecte,0.0,True,80000.0,4.8,14.6,74.36363636363636,7.615909090909091,,high,high,30-44,False,6.0,1279.42,1207.0,17.2,1,42.0
Alba,,66537506A,Espanya,Màlaga,9.0,1.0,1989.0,Dona,1701.0,Grup B,Analista junior,1.0,,,,18.2,68.5,7.209797297297297,,medium,medium,30-44,True,7.0,1820.07,850.5,26.57,1,37.0
Martina,Conti,32862463G,Itàlia,Milano,23.0,5.0,1982.0,Dona,1498.0,Grup B,Responsable de vendes,0.0,,,,10.6,80.0,7.5,Continental,high,medium,30-44,False,6.5,1595.37,1498.0,19.94,1,44.0
Carmen,Gómez López,11709239K,Espanya,Girona,5.0,8.0,1979.0,Prefereix no contestar,2000.0,Grup B,Responsable de vendes,1.0,False,,,14.8,66.0,6.8,Mediterrani,low,low,45-59,True,7.5,2150.0,1000.0,32.58,1,47.0
Jordi,Vidal,32455261G,Espanya,Murcia,17.0,9.0,1972.0,Dona,1463.0,Grup B,Analista junior,1.0,False,,,15.6,60.0,6.5,Mediterrani,low,low,45-59,True,7.5,1572.72,731.5,26.21,1,54.0
Erik,Hagen,86904329H,Noruega,Oslo,19.0,1.0,1972.0,Dona,1397.0,Grup B,Responsable de vendes,0.0,True,8516.0,25.0,8.6,90.0,9.2,Fred,high,high,45-59,False,7.0,1494.79,1397.0,16.61,1,54.0
Hugo,Puig Ruiz,82916404H,Espanya,València,20.0,3.0,1981.0,Dona,1579.0,Grup B,Cap de projecte,0.0,True,5584.0,,17.2,70.0,7.5,Mediterrani,medium,medium,45-59,False,6.5,1681.64,1579.0,24.02,1,45.0
Lars,Andersen Karlsen,15087753F,Noruega,Oslo,21.0,4.0,1982.0,Dona,1546.0,Grup B,Cap de projecte,0.0,False,,,5.8,90.0,9.2,Fred,high,high,30-44,False,6.0,1638.76,1546.0,18.21,1,44.0
Alejandro,Costa,73584629T,Espanya,Barcelona,4.0,4.0,1973.0,Prefereix no contestar,1367.0,Grup B,Responsable de vendes,0.0,,,,13.5,78.0,8.5,Mediterrani,high,high,45-59,False,7.0,1462.69,1367.0,18.75,1,53.0
Federico,Esposito,71348545A,Itàlia,Genova,10.0,1.0,1967.0,Dona,1341.0,Grup B,Tècnic IT,,False,,,13.2,72.0,6.9,Mediterrani,medium,low,45-59,False,7.0,1434.87,,19.93,1,59.0
Marta,Ramos,62428709Q,Espanya,València,17.0,12.0,1980.0,Dona,1532.0,Grup B,Analista junior,2.0,,,,17.4,70.0,7.5,Mediterrani,medium,medium,45-59,True,8.0,1654.56,510.67,23.64,1,46.0
Núria,Soler Fernández,35809507W,Espanya,Palma,26.0,9.0,1985.0,Dona,1711.0,Grup B,Analista,0.0,False,,,17.26734693877551,73.0,7.2,Mediterrani,medium,medium,30-44,False,5.5,1805.1,1711.0,24.73,1,41.0
Noa,Ramos,57258874B,Espanya,Girona,17.0,8.0,1994.0,Home,1799.0,Grup B,Analista,0.0,,,,16.0,66.0,6.8,Mediterrani,low,low,30-44,False,5.0,1888.95,1799.0,28.62,1,32.0
Marina,Ribera,68589370R,Espanya,Palma,11.0,4.0,1980.0,Dona,1385.0,Grup B,Analista senior,0.0,True,18378.0,,18.6,73.0,7.2,Mediterrani,medium,medium,45-59,False,6.5,1475.02,1385.0,20.21,1,46.0
Anna,Hernández Gil,65141186E,Espanya,Las Palmas de Gran Canaria,29.0,6.0,1961.0,Dona,1428.0,Grup B,Responsable de vendes,0.0,,,,23.4,62.0,6.8,Subtropical,low,low,60+,False,5.5,1506.54,1428.0,24.3,1,65.0
Riccardo,Costa,88952257N,Itàlia,Napoli,9.0,5.0,1960.0,Dona,1438.0,Grup B,Cap de projecte,0.0,False,,,13.0,65.0,6.5,Mediterrani,low,low,60+,False,5.5,1517.09,1438.0,23.34,1,66.0
Paul,Bernard,91703604X,França,Lille,30.0,1.0,1980.0,Dona,2135.0,Grup B,Cap de projecte,1.0,False,,,38.0,71.0,7.3,Continental,medium,medium,45-59,True,8.0,2305.8,1067.5,32.48,1,46.0
Aina,Casals,86294869K,Espanya,Valladolid,10.0,2.0,1958.0,Home,1342.0,Grup B,Administratiu/va,,False,,,11.1,64.0,6.7,Continental,low,low,60+,False,5.5,1415.81,,22.12,1,68.0
Erik,Bakke,79291785G,Noruega,Oslo,7.0,12.0,1961.0,Dona,1906.0,Grup B,Responsable de vendes,1.0,,,,7.1,90.0,9.2,Fred,high,high,60+,True,8.0,2058.48,953.0,22.87,1,65.0
Chiara,De Luca,97135770W,Itàlia,Firenze,13.0,3.0,2004.0,Home,1421.0,Grup B,Analista junior,0.0,True,65950.0,,14.3,77.0,7.1,Continental,high,medium,18-29,False,5.5,1499.16,1421.0,19.47,0,22.0
Jordi,Gómez Hernández,23555369G,Espanya,Palma,24.0,8.0,2003.0,Home,1244.0,Grup B,Analista,1.0,False,,,21.4,73.0,7.2,Mediterrani,medium,medium,18-29,True,6.0,1318.64,622.0,18.06,1,23.0
Marco,Conti,24464884R,Itàlia,Bologna,20.0,10.0,1995.0,Home,1527.0,Grup B,Analista junior,0.0,False,,,14.0,74.32967032967034,7.1098901098901095,,high,medium,30-44,False,6.5,1626.26,1527.0,21.88,1,31.0
Laia,,93924534A,Espanya,Murcia,7.0,9.0,1968.0,Dona,1212.0,Grup B,Analista,3.0,,,,17.1,60.0,6.5,Mediterrani,low,low,45-59,True,7.5,1302.9,303.0,21.72,2,58.0
Paolo,Colombo,48948304M,Itàlia,Firenze,8.0,12.0,1983.0,Home,1409.0,Grup B,Administratiu/va,0.0,,,,15.7,77.0,7.1,Continental,high,medium,30-44,False,6.5,1500.58,1409.0,19.49,1,43.0
Lena,Schwarz,91294547D,Alemanya,Berlin,7.0,7.0,1995.0,Dona,1109.0,Grup B,Administratiu/va,3.0,,,,7.6,76.0,8.5,Continental,high,high,30-44,True,7.5,1192.18,277.25,15.69,2,31.0
Felix,Zimmermann Schäfer,85280767M,Alemanya,Stuttgart,4.0,2.0,1998.0,Dona,2099.0,Grup B,Analista senior,1.0,,,,10.2,79.0,7.9,Continental,high,high,18-29,True,6.5,2235.44,1049.5,28.3,1,28.0
Laia,Pujol,53143346E,Espanya,Sevilla,2.0,3.0,1979.0,Dona,1619.0,Grup B,Tècnic IT,0.0,False,,,17.4,65.0,7.0,Mediterrani,low,low,45-59,False,6.0,1716.14,1619.0,26.4,1,47.0
Alba,Hernández,43626780K,Espanya,Valladolid,16.0,8.0,1993.0,Home,1664.0,Grup B,Analista junior,3.0,,,,10.2,64.0,6.7,Continental,low,low,30-44,True,6.5,1772.16,416.0,27.69,2,33.0
Luca,Barbieri,70999369S,Itàlia,Bologna,21.0,10.0,1988.0,Dona,2066.0,Grup B,Analista,3.0,,,,13.3,74.32967032967034,7.1098901098901095,,high,medium,30-44,True,8.0,2231.28,516.5,30.02,2,38.0
Chloé,Michel,18365183X,França,Marseille,23.0,11.0,1986.0,Home,1380.0,Grup B,Analista junior,0.0,False,,,15.1,72.0,7.4,Mediterrani,medium,medium,30-44,False,5.5,1455.9,1380.0,20.22,1,40.0
Emil,Pedersen,62627379H,Noruega,Tromsø,15.0,3.0,1990.0,Home,1303.0,Grup B,Responsable de vendes,1.0,True,80000.0,25.0,2.6,87.95454545454545,9.036363636363637,,high,high,30-44,True,7.5,1400.72,651.5,15.93,1,36.0
David,Muñoz Navarro,72143529W,Espanya,Bilbao,19.0,2.0,2002.0,Home,1420.0,Grup B,Analista junior,1.0,True,80000.0,13.5,14.5,72.0,7.8,Oceànic,medium,high,18-29,True,5.5,1498.1,710.0,20.81,1,24.0
Sofia,Greco Bianchi,35265855P,Itàlia,Napoli,27.0,4.0,1984.0,Dona,1827.0,Grup B,Analista senior,3.0,False,,,11.1,65.0,6.5,Mediterrani,low,low,30-44,True,6.5,1945.76,456.75,29.93,2,42.0
Laia,Domènech,68230817B,Espanya,València,23.0,4.0,1994.0,Dona,2107.0,Grup B,Cap de projecte,0.0,True,80000.0,25.0,18.5,70.0,7.5,Mediterrani,medium,medium,30-44,False,5.5,2222.88,2107.0,31.76,1,32.0
Astrid,Pettersen,30660064E,Noruega,Oslo,14.0,11.0,1977.0,Home,1329.0,Grup B,Analista junior,1.0,,,,9.4,90.0,9.2,Fred,high,high,45-59,True,8.5,1441.96,664.5,16.02,1,49.0
Luca,Lombardi,26918765G,Itàlia,Firenze,4.0,9.0,1963.0,Dona,1800.0,Grup B,Responsable de vendes,,False,,,12.8,77.0,7.1,Continental,high,medium,60+,False,7.0,1926.0,,25.01,1,63.0
Aina,Ferrer,91151067N,Espanya,Zaragoza,2.0,11.0,1990.0,Dona,1450.0,Grup B,Analista,4.0,False,,,12.8,68.0,7.0,Continental,low,low,30-44,True,6.5,1544.25,290.0,22.71,2,36.0
Alessandro,Rossi,91781029Z,Itàlia,Napoli,24.0,5.0,1997.0,Dona,1649.0,Grup B,Tècnic IT,0.0,False,,,15.4,65.0,6.5,Mediterrani,low,low,18-29,False,4.0,1714.96,1649.0,26.38,0,29.0
Adrià,Ribera,99152055K,Espanya,Sevilla,4.0,11.0,1981.0,Home,1698.0,Grup B,Cap de projecte,4.0,False,,,19.0725,65.0,7.0,Mediterrani,low,low,45-59,True,7.5,1825.35,339.6,28.08,2,45.0
Katharina,Schwarz,63471904R,Alemanya,München,10.0,1.0,2004.0,Dona,1687.0,Grup B,Administratiu/va,0.0,False,,,12.1,82.0,8.0,Continental,high,high,18-29,False,5.0,1771.35,1687.0,21.6,0,22.0
David,Vila Casals,42842037P,Espanya,Girona,8.0,9.0,1994.0,Dona,1940.0,Grup B,Analista,0.0,,,,16.1,66.0,6.8,Mediterrani,low,low,30-44,False,5.0,2037.0,1940.0,30.86,1,32.0
Carlos,Ferrer,18169177Y,Espanya,Girona,10.0,9.0,1966.0,Dona,2050.0,Grup B,Analista senior,0.0,,,,14.9,66.0,6.8,Mediterrani,low,low,60+,False,5.5,2162.75,2050.0,32.77,1,60.0
Pau,Torres Gil,86414081T,Espanya,Palma,10.0,8.0,1996.0,Home,1493.0,Grup B,Tècnic IT,0.0,,,,20.6,73.0,7.2,Mediterrani,medium,medium,30-44,False,5.5,1575.12,1493.0,21.58,1,30.0
Núria,Ruiz Gil,49113647E,Espanya,Madrid,17.0,9.0,1974.0,Dona,1419.0,Grup B,Analista,0.0,False,,,11.4,75.0,8.0,Continental,high,high,45-59,False,7.0,1518.33,1419.0,20.24,1,52.0
Pol,Ramos Sánchez,18902088A,Espanya,A Coruña,14.0,2.0,1972.0,Dona,1747.0,Grup B,Responsable de vendes,0.0,False,,,15.9,69.0,7.1,Oceànic,medium,medium,45-59,False,6.5,1860.55,1747.0,26.96,1,54.0
Clara,Richard,57030876W,França,Toulouse,27.0,4.0,1970.0,Home,1758.0,Grup B,Analista senior,1.0,True,93114.0,7.7,15.4,74.36363636363636,7.615909090909091,,high,high,45-59,True,8.5,1907.43,879.0,25.65,1,56.0
Lars,Johnsen,42775624Q,Noruega,Oslo,5.0,7.0,1981.0,Home,1429.0,Grup B,Cap de projecte,0.0,True,111435.0,0.5,4.8,90.0,9.2,Fred,high,high,45-59,False,7.0,1529.03,1429.0,16.99,1,45.0
Marc,Costa,35801896J,Espanya,Barcelona,19.0,9.0,1993.0,Dona,1900.0,Grup B,Analista,0.0,,,,20.8,78.0,8.5,Mediterrani,high,high,30-44,False,6.0,2014.0,1900.0,25.82,1,33.0
Emil,Moen,14887763Y,Noruega,Stavanger,26.0,3.0,1989.0,Home,1501.0,Grup B,Analista junior,0.0,False,,,8.7,87.95454545454545,9.036363636363637,,high,high,30-44,False,6.0,1591.06,1501.0,18.09,1,37.0
,Serra Hernández,36925055F,Espanya,Màlaga,13.0,5.0,1969.0,Prefereix no contestar,1688.0,Grup B,Administratiu/va,0.0,,,,20.1,68.5,7.209797297297297,,medium,medium,45-59,False,6.5,1797.72,1688.0,26.24,1,57.0
Alba,Ruiz,52621317R,Espanya,Madrid,18.0,3.0,1968.0,Home,1602.0,Grup B,Analista junior,0.0,False,,,12.1,75.0,8.0,Continental,high,high,45-59,False,7.0,1714.14,1602.0,22.86,1,58.0
Jordi,,94327199R,Espanya,Zaragoza,25.0,4.0,1965.0,Dona,1752.0,Grup B,Analista junior,0.0,,,,15.0,68.0,7.0,Continental,low,low,60+,False,5.5,1848.36,1752.0,27.18,1,61.0
Paolo,Ricci,64464528J,Itàlia,Genova,7.0,6.0,1998.0,Dona,1766.0,Grup B,Tècnic IT,0.0,False,,,15.9,72.0,6.9,Mediterrani,medium,low,18-29,False,5.0,1854.3,1766.0,25.75,0,28.0
Luca,Ricci,46619501K,Itàlia,Torino,2.0,6.0,1985.0,Home,1707.0,Grup B,Responsable de vendes,0.0,True,84895.0,9.0,15.0,74.0,7.2,Continental,high,medium,30-44,False,6.5,1817.96,1707.0,24.57,1,41.0
Carlos,,73893558Y,Espanya,Sevilla,7.0,9.0,1998.0,Dona,1470.0,Grup B,Responsable de vendes,0.0,,,,21.6,65.0,7.0,Mediterrani,low,low,18-29,False,4.0,1528.8,1470.0,23.52,0,28.0
,Domènech,22730042T,Espanya,Zaragoza,7.0,3.0,1995.0,Home,1579.0,Grup B,Tècnic IT,0.0,,,,11.8,68.0,7.0,Continental,low,low,30-44,False,5.0,1657.95,1579.0,24.38,1,31.0
Chiara,Bianchi,89568937L,Itàlia,Firenze,23.0,4.0,1994.0,Home,1815.0,Grup B,Analista senior,0.0,True,80000.0,25.0,-5.0,77.0,7.1,Continental,high,medium,30-44,False,6.5,1932.98,1815.0,25.1,1,32.0
Jordi,Roca Moreno,14635073C,Espanya,Las Palmas de Gran Canaria,27.0,10.0,1978.0,Home,2125.0,Grup B,Cap de projecte,2.0,True,11169.0,13.7,18.4,62.0,6.8,Subtropical,low,low,45-59,True,7.5,2284.38,708.33,36.84,1,48.0
Laia,Fernández,56893195E,Espanya,Madrid,1.0,8.0,1995.0,Dona,1511.0,Grup B,Analista junior,2.0,True,80000.0,10.3,14.8,75.0,8.0,Continental,high,high,30-44,True,7.5,1624.32,503.67,21.66,1,31.0
Sergio,Ribera Sánchez,90982662C,Espanya,Sevilla,15.0,1.0,1986.0,Dona,1285.0,Grup B,Tècnic IT,0.0,,,,19.5,65.0,7.0,Mediterrani,low,low,30-44,False,5.0,1349.25,1285.0,20.76,1,40.0
Guillem,Fernández,96950282C,Espanya,Girona,2.0,8.0,1981.0,Home,1747.0,Grup B,Analista senior,2.0,False,,,13.0,66.0,6.8,Mediterrani,low,low,45-59,True,7.5,1878.02,582.33,28.45,1,45.0
Pol,Ribera Hernández,14696647A,Espanya,Zaragoza,25.0,5.0,1959.0,Dona,1610.0,Grup B,Cap de projecte,0.0,False,,,14.0,68.0,7.0,Continental,low,low,60+,False,5.5,1698.55,1610.0,24.98,1,67.0
Sigrid,Hansen,23656928V,Noruega,Stavanger,19.0,2.0,2003.0,Home,1524.0,Grup B,Analista,0.0,,,,8.1,87.95454545454545,9.036363636363637,,high,high,18-29,False,5.0,1600.2,1524.0,18.19,0,23.0
Luca,Conti,55855470V,Itàlia,Torino,20.0,3.0,1998.0,Home,1800.0,Grup B,Analista,,False,,,38.0,74.0,7.2,Continental,high,medium,18-29,False,5.5,1899.0,,25.66,1,28.0
,Serra,91229370H,Espanya,Palma,5.0,3.0,1968.0,Dona,1557.0,Grup B,Analista,0.0,True,29434.0,0.5,15.7,73.0,7.2,Mediterrani,medium,medium,45-59,False,6.5,1658.2,1557.0,22.72,1,58.0
Noa,Gil,78433310G,Espanya,Valladolid,28.0,3.0,2000.0,Prefereix no contestar,1238.0,Grup B,Analista junior,0.0,False,,,17.1,64.0,6.7,Continental,low,low,18-29,False,4.0,1287.52,1238.0,20.12,0,26.0
Marc,Moreno,60154780N,Espanya,Barcelona,30.0,12.0,2000.0,Dona,1585.0,Grup B,Responsable de vendes,0.0,,,,16.1,78.0,8.5,Mediterrani,high,high,18-29,False,5.0,1664.25,1585.0,21.34,0,26.0
Valentina,Ferrari Rossi,29537240C,Itàlia,Bologna,23.0,2.0,1993.0,Dona,1478.0,Grup B,Analista,0.0,,,,12.7,74.32967032967034,7.1098901098901095,,high,medium,30-44,False,6.5,1574.07,1478.0,21.18,1,33.0
Lucas,Michel,41162770A,França,Toulouse,7.0,8.0,1982.0,Home,1619.0,Grup B,Analista junior,0.0,False,,,14.0,74.36363636363636,7.615909090909091,,high,high,30-44,False,6.0,1716.14,1619.0,23.08,1,44.0
Sergio,,60057985G,Espanya,Màlaga,7.0,10.0,1986.0,Home,1851.0,Grup B,Analista junior,2.0,False,,,18.5,68.5,7.209797297297297,,medium,medium,30-44,True,7.0,1980.57,617.0,28.91,1,40.0
Ben,Richter Becker,84198784R,Alemanya,Köln,20.0,2.0,1968.0,Dona,1939.0,Grup B,Cap de projecte,0.0,True,80000.0,4.9,9.5,77.87878787878788,8.036363636363635,,high,high,45-59,False,7.0,2074.73,1939.0,26.64,1,58.0
Alejandro,Navarro,50530014N,Espanya,Tarragona,26.0,11.0,1966.0,Dona,1947.0,Grup B,Analista senior,0.0,True,50000.0,10.7,-5.0,67.0,6.9,Mediterrani,low,low,60+,False,5.5,2054.08,1947.0,30.66,1,60.0
Marie,Richter,57617011Q,Alemanya,Stuttgart,10.0,10.0,1962.0,Dona,1306.0,Grup B,Responsable de vendes,1.0,True,80000.0,25.0,13.1,79.0,7.9,Continental,high,high,60+,True,8.0,1410.48,653.0,17.85,1,64.0
Nil,López Costa,52138595R,Espanya,Màlaga,25.0,2.0,2000.0,Dona,1669.0,Grup B,Tècnic IT,0.0,True,65950.0,0.5,22.9,68.5,7.209797297297297,,medium,medium,18-29,False,4.5,1744.1,1669.0,25.46,0,26.0
Alessia,Barbieri,22511284S,Itàlia,Genova,14.0,5.0,1968.0,Dona,1382.0,Grup B,Administratiu/va,0.0,False,,,16.5,72.0,6.9,Mediterrani,medium,low,45-59,False,7.0,1478.74,1382.0,20.54,1,58.0
Sergio,,29838164X,Espanya,Màlaga,7.0,4.0,1990.0,Dona,2149.0,Grup B,Cap de projecte,0.0,,,,21.1,68.5,7.209797297297297,,medium,medium,30-44,False,5.5,2267.19,2149.0,33.1,1,36.0
Noa,Vila Ruiz,45616810T,Espanya,Alacant,13.0,5.0,1995.0,Dona,1724.0,Grup B,Analista senior,1.0,False,,,38.0,68.0,7.0,Mediterrani,low,low,30-44,True,6.5,1836.06,862.0,27.0,1,31.0
