Nom,Cognoms,DNI,País d'origen,Ciutat,Dia de Naixement,Mes de Naixement,Any de Naixement,Gènere,Salari mensual,Grup Professional,Càrrec,Nombre_fills,Te_cotxe,Km_anuals,Consum_mitja_L_100km,Temperatura_mitjana_ciutat,Cost_vida_index,Transport_public_score,Clima_tipus,cost_vida_categoria,transport_categoria,franja_edat,te_fills,increment_percent,salari_ajustat,index_dependencia_familiar,ratio_salari_cost_vida,etapa_vital,Edat
Claudia,,30744009Q,Espanya,València,7.0,2.0,1968.0,Home,1510.0,Grup A,Analista senior,0.0,True,9639.0,,16.4,70.0,7.5,Mediterrani,medium,medium,45-59,False,8.0,1630.8,1510.0,23.3,1,58.0
Claudia,Pujol,25917805F,Espanya,A Coruña,24.0,1.0,1977.0,Dona,951.0,Grup A,Analista,2.0,False,,,14.4,69.0,7.1,Oceànic,medium,medium,45-59,True,9.5,1041.34,317.0,15.09,1,49.0
Simone,Barbieri Barbieri,33055043V,Itàlia,Napoli,10.0,4.0,2003.0,Prefereix no contestar,724.0,Grup A,Analista,0.0,,,,14.9,65.0,6.5,Mediterrani,low,low,18-29,False,5.5,763.82,724.0,11.75,0,23.0
,,25145863X,Espanya,Madrid,14.0,4.0,1990.0,Prefereix no contestar,920.0,Grup A,Analista junior,3.0,True,80000.0,25.0,14.9,75.0,8.0,Continental,high,high,30-44,True,9.0,1002.8,230.0,13.37,2,36.0
Pau,Muñoz,41255233J,Espanya,València,4.0,7.0,1996.0,Dona,1278.0,Grup A,Responsable de vendes,0.0,,,,17.1,70.0,7.5,Mediterrani,medium,medium,30-44,False,7.0,1367.46,1278.0,19.54,1,30.0
Claudia,Hernández Navarro,40980376C,Espanya,Palma,16.0,8.0,1974.0,Dona,743.0,Grup A,Analista,2.0,,,,15.3,73.0,7.2,Mediterrani,medium,medium,45-59,True,9.5,813.58,247.67,11.14,1,52.0
Alexia,,62221499S,Espanya,Murcia,10.0,3.0,1985.0,Home,1060.0,Grup A,Analista junior,0.0,True,80000.0,25.0,21.1,60.0,6.5,Mediterrani,low,low,30-44,False,6.5,1128.9,1060.0,18.82,1,41.0
Sergio,,93906615X,Espanya,Bilbao,25.0,1.0,1995.0,Dona,1003.0,Grup A,Tècnic IT,0.0,False,,,13.352500000000001,72.0,7.8,Oceànic,medium,high,30-44,False,6.5,1068.2,1003.0,14.84,1,31.0
Hugo,Fournier Michel,81918425Y,França,Nantes,27.0,2.0,1998.0,Dona,1280.0,Grup A,Cap de projecte,0.0,,,,12.8,74.36363636363636,7.615909090909091,,high,high,18-29,False,6.5,1363.2,1280.0,18.33,0,28.0
Noa,Serra,72719315P,Espanya,Barcelona,22.0,4.0,1989.0,Prefereix no contestar,1281.0,Grup A,Tècnic IT,4.0,True,20000.0,5.8,14.2,78.0,8.5,Mediterrani,high,high,30-44,True,9.0,1396.29,256.2,17.9,2,37.0
Lucas,Richard Fournier,35758531T,França,Bordeaux,5.0,2.0,1973.0,Dona,1125.0,Grup A,Analista senior,0.0,True,,,12.3,73.0,7.2,Oceànic,medium,medium,45-59,False,8.0,1215.0,1125.0,16.64,1,53.0
Laia,Ferrer,49994087W,Espanya,Murcia,20.0,6.0,1963.0,Prefereix no contestar,1256.0,Grup A,Tècnic IT,2.0,,,,15.5,60.0,6.5,Mediterrani,low,low,60+,True,8.5,1362.76,418.67,22.71,1,63.0
Guillem,Domènech,22112987F,Espanya,Las Palmas de Gran Canaria,16.0,5.0,1991.0,Home,881.0,Grup A,Analista junior,0.0,True,49000.0,0.5,22.7,62.0,6.8,Subtropical,low,low,30-44,False,6.5,938.26,881.0,15.13,1,35.0
Xavier,Casals,58701586K,Espanya,Girona,21.0,5.0,1982.0,Dona,845.0,Grup A,Analista junior,0.0,False,,,-5.0,66.0,6.8,Mediterrani,low,low,30-44,False,6.5,899.92,845.0,13.64,1,44.0
Aina,Pérez Muñoz,80576741J,Espanya,A Coruña,1.0,2.0,1994.0,Dona,1007.0,Grup A,Responsable de vendes,3.0,False,,,13.2,69.0,7.1,Oceànic,medium,medium,30-44,True,8.5,1092.6,251.75,15.83,2,32.0
Ben,Koch,90293348E,Alemanya,Berlin,31.0,10.0,1980.0,Dona,1024.0,Grup A,Analista,3.0,,,,9.0,76.0,8.5,Continental,high,high,45-59,True,10.0,1126.4,256.0,14.82,2,46.0
Oriol,Sánchez,37344675D,Espanya,Palma,3.0,6.0,1965.0,Dona,1250.0,Grup A,Analista,0.0,True,13833.0,5.4,17.26734693877551,73.0,7.2,Mediterrani,medium,medium,60+,False,7.5,1343.75,1250.0,18.41,1,61.0
Claudia,Moreno,30813102S,Espanya,Barcelona,23.0,11.0,1999.0,Home,880.0,Grup A,Analista junior,0.0,,,,42.0,78.0,8.5,Mediterrani,high,high,18-29,False,6.5,937.2,880.0,12.02,0,27.0
Alejandro,Torres Sánchez,69762583S,Espanya,Palma,23.0,12.0,1967.0,Dona,1090.0,Grup A,Responsable de vendes,,True,80000.0,25.0,18.0,73.0,7.2,Mediterrani,medium,medium,45-59,False,8.0,1177.2,,16.13,1,59.0
Núria,Ruiz,90812511E,Espanya,Màlaga,30.0,6.0,2001.0,Dona,1287.0,Grup A,Responsable de vendes,3.0,True,15579.0,10.2,18.3,68.5,7.209797297297297,,medium,medium,18-29,True,7.5,1383.52,321.75,20.2,2,25.0
Marc,Ramos,71355706A,Espanya,Girona,26.0,8.0,1961.0,Dona,1121.0,Grup A,Analista junior,,True,12947.0,13.6,14.8,66.0,6.8,Mediterrani,low,low,60+,False,7.0,1199.47,,18.17,1,65.0
Claudia,Torres,28491507A,Espanya,Tarragona,11.0,6.0,1999.0,Home,1309.0,Grup A,Analista senior,4.0,,,,18.9,67.0,6.9,Mediterrani,low,low,18-29,True,7.0,1400.63,261.8,20.9,2,27.0
Sergio,,14978636K,Espanya,Màlaga,25.0,7.0,1961.0,Dona,3000.0,Grup A,Analista,1.0,,,,18.1,68.5,7.209797297297297,,medium,medium,60+,True,9.0,3270.0,1500.0,47.74,1,65.0
Hugo,Vila Sánchez,30576183A,Espanya,Madrid,17.0,1.0,1976.0,Prefereix no contestar,888.0,Grup A,Administratiu/va,2.0,,,,15.7,75.0,8.0,Continental,high,high,45-59,True,10.0,976.8,296.0,13.02,1,50.0
Alba,Serra,53007542N,Espanya,Sevilla,20.0,9.0,1963.0,Dona,1092.0,Grup A,Analista,1.0,False,,,17.1,65.0,7.0,Mediterrani,low,low,60+,True,8.5,1184.82,546.0,18.23,1,63.0
Alejandro,Gómez López,17907267L,Espanya,Bilbao,6.0,11.0,1984.0,Dona,718.0,Grup A,Administratiu/va,4.0,False,,,10.8,72.0,7.8,Oceànic,medium,high,30-44,True,8.0,775.44,143.6,10.77,2,42.0
Hugo,Vidal Ramos,18137886X,Espanya,Tarragona,9.0,2.0,1982.0,Home,881.0,Grup A,Responsable de vendes,0.0,,,,20.1,67.0,6.9,Mediterrani,low,low,30-44,False,6.5,938.26,881.0,14.0,1,44.0
Noa,Casals Vidal,37307523G,Espanya,Las Palmas de Gran Canaria,17.0,11.0,1963.0,Dona,897.0,Grup A,Administratiu/va,,False,,,23.7,62.0,6.8,Subtropical,low,low,60+,False,7.0,959.79,,15.48,1,63.0
Valentina,Marino,94853379Y,Itàlia,Roma,27.0,6.0,1982.0,Dona,1296.0,Grup A,Cap de projecte,1.0,,,,12.9,78.0,7.6,Mediterrani,high,high,30-44,True,9.0,1412.64,648.0,18.11,1,44.0
Alexia,Casals,35902794Z,Espanya,Murcia,30.0,6.0,1987.0,Dona,1068.0,Grup A,Analista,0.0,,,,18.6,60.0,6.5,Mediterrani,low,low,30-44,False,6.5,1137.42,1068.0,18.96,1,39.0
Noah,Schröder,91339562Y,Alemanya,Köln,23.0,12.0,1989.0,Dona,842.0,Grup A,Analista,0.0,True,43566.0,25.0,-5.0,77.87878787878788,8.036363636363635,,high,high,30-44,False,7.5,905.15,842.0,11.62,1,37.0
Jordi,Serra,70924933T,Espanya,Valladolid,29.0,9.0,2001.0,Home,1438.0,Grup A,Tècnic IT,0.0,False,,,14.6,64.0,6.7,Continental,low,low,18-29,False,5.5,1517.09,1438.0,23.7,0,25.0
Marie,Simon,17305854X,França,Paris,11.0,4.0,1988.0,Home,1507.0,Grup A,Analista senior,0.0,True,20000.0,5.7,12.2,85.0,9.0,Oceànic,high,high,30-44,False,7.5,1620.02,1507.0,19.06,1,38.0
Hilde,Solberg,55056176R,Noruega,Trondheim,20.0,2.0,2001.0,Home,766.0,Grup A,Administratiu/va,0.0,,,,5.1,87.95454545454545,9.036363636363637,,high,high,18-29,False,6.5,815.79,766.0,9.28,0,25.0
,Domènech,84449447A,Espanya,Zaragoza,1.0,6.0,1962.0,Dona,966.0,Grup A,Analista,0.0,True,72237.0,10.8,15.4,68.0,7.0,Continental,low,low,60+,False,7.0,1033.62,966.0,15.2,1,64.0
Chiara,Rossi Marino,60858151C,Itàlia,Torino,5.0,11.0,1959.0,Home,821.0,Grup A,Analista junior,3.0,,,,42.0,74.0,7.2,Continental,high,medium,60+,True,10.0,903.1,205.25,12.2,2,67.0
Marina,Pérez,60760544E,Espanya,Madrid,18.0,4.0,1970.0,Home,1021.0,Grup A,Administratiu/va,1.0,,,,14.4,75.0,8.0,Continental,high,high,45-59,True,10.0,1123.1,510.5,14.97,1,56.0
Oriol,Hernández,37809859F,Espanya,Palma,2.0,11.0,1995.0,Dona,1060.0,Grup A,Analista senior,0.0,False,,,18.9,73.0,7.2,Mediterrani,medium,medium,30-44,False,7.0,1134.2,1060.0,15.54,1,31.0
Marta,Ruiz,70552489Z,Espanya,Las Palmas de Gran Canaria,14.0,6.0,1997.0,Home,1317.0,Grup A,Tècnic IT,2.0,False,,,22.4,62.0,6.8,Subtropical,low,low,18-29,True,7.0,1409.19,439.0,22.73,1,29.0
Pol,Domènech,66061116Y,Espanya,Palma,14.0,4.0,1978.0,Prefereix no contestar,1030.0,Grup A,Responsable de vendes,0.0,,,,17.5,73.0,7.2,Mediterrani,medium,medium,45-59,False,8.0,1112.4,1030.0,15.24,1,48.0
Thea,Lie,23933416W,Noruega,Stavanger,26.0,2.0,1964.0,Dona,847.0,Grup A,Cap de projecte,0.0,,,,7.0,87.95454545454545,9.036363636363637,,high,high,60+,False,8.0,914.76,847.0,10.4,1,62.0
,Moreno,82001505J,Espanya,Barcelona,5.0,2.0,1968.0,Home,999.0,Grup A,Responsable de vendes,4.0,,,,20.1,78.0,8.5,Mediterrani,high,high,45-59,True,10.0,1098.9,199.8,14.09,2,58.0
Ilaria,Colombo,29151794Z,Itàlia,Bologna,1.0,4.0,1975.0,Home,1012.0,Grup A,Analista junior,0.0,,,,12.1,74.32967032967034,7.1098901098901095,,high,medium,45-59,False,9.0,1103.08,1012.0,14.84,1,51.0
Anna,Puig,92279159M,Espanya,Valladolid,13.0,5.0,2003.0,Dona,1222.0,Grup A,Tècnic IT,0.0,True,40723.0,25.0,9.8,64.0,6.7,Continental,low,low,18-29,False,5.5,1289.21,1222.0,20.14,0,23.0
Pol,,28318112X,Espanya,Màlaga,4.0,5.0,1958.0,Home,778.0,Grup A,Analista,4.0,False,,,20.3,68.5,7.209797297297297,,medium,medium,60+,True,9.0,848.02,155.6,12.38,2,68.0
Lars,Eriksen,35529407V,Noruega,Oslo,7.0,4.0,1964.0,Home,971.0,Grup A,Responsable de vendes,0.0,,,,7.1,90.0,9.2,Fred,high,high,60+,False,8.0,1048.68,971.0,11.65,1,62.0
Henrik,Hagen,78113806Y,Noruega,Bergen,9.0,5.0,1959.0,Dona,1015.0,Grup A,Tècnic IT,4.0,False,,,10.2,85.0,8.8,Oceànic,high,high,60+,True,9.5,1111.42,203.0,13.08,2,67.0
Manon,David Lefebvre,82101452G,França,Lille,20.0,5.0,1963.0,Dona,985.0,Grup A,Analista,,True,60652.0,25.0,9.8,71.0,7.3,Continental,medium,medium,60+,False,7.5,1058.88,,14.91,1,63.0
Joana,Muñoz,42528051S,Espanya,Valladolid,8.0,12.0,1985.0,Dona,956.0,Grup A,Analista,2.0,False,,,13.4,64.0,6.7,Continental,low,low,30-44,True,8.0,1032.48,318.67,16.13,1,41.0
Giorgio,Ferrari Marino,74142265S,Itàlia,Milano,8.0,10.0,1959.0,Dona,995.0,Grup A,Analista junior,0.0,,,,12.6,80.0,7.5,Continental,high,medium,60+,False,8.5,1079.58,995.0,13.49,1,67.0
Alexia,Hernández,55171003B,Espanya,Las Palmas de Gran Canaria,14.0,10.0,1979.0,Prefereix no contestar,1099.0,Grup A,Cap de projecte,0.0,False,,,19.8,62.0,6.8,Subtropical,low,low,45-59,False,7.5,1181.42,1099.0,19.06,1,47.0
Oriol,,38268009F,Espanya,Sevilla,27.0,3.0,1979.0,Home,1083.0,Grup A,Cap de projecte,0.0,,,,19.0725,65.0,7.0,Mediterrani,low,low,45-59,False,7.5,1164.22,1083.0,17.91,1,47.0
Antoine,David,47988968D,França,Nantes,17.0,2.0,1983.0,Dona,1261.0,Grup A,Analista senior,1.0,True,94969.0,0.5,9.7,74.36363636363636,7.615909090909091,,high,high,30-44,True,9.0,1374.49,630.5,18.48,1,43.0
Irene,Gil,79645728H,Espanya,Barcelona,3.0,8.0,1991.0,Dona,885.0,Grup A,Analista junior,1.0,True,31309.0,12.1,13.2,78.0,8.5,Mediterrani,high,high,30-44,True,9.0,964.65,442.5,12.37,1,35.0
Francesca,Esposito,98336655T,Itàlia,Roma,14.0,3.0,1992.0,Dona,1552.0,Grup A,Analista senior,1.0,,,,13.4,78.0,7.6,Mediterrani,high,high,30-44,True,9.0,1691.68,776.0,21.69,1,34.0
Aina,,67088619E,Espanya,Bilbao,9.0,2.0,1987.0,Dona,896.0,Grup A,Analista,0.0,,,,12.8,72.0,7.8,Oceànic,medium,high,30-44,False,6.5,954.24,896.0,13.25,1,39.0
,Romero,91014793F,Espanya,A Coruña,1.0,7.0,1985.0,Dona,842.0,Grup A,Analista junior,1.0,False,,,15.4,69.0,7.1,Oceànic,medium,medium,30-44,True,8.5,913.57,421.0,13.24,1,41.0
Oriol,,26960874G,Espanya,Zaragoza,22.0,3.0,2003.0,Dona,860.0,Grup A,Tècnic IT,0.0,True,95003.0,0.5,15.8,68.0,7.0,Continental,low,low,18-29,False,5.5,907.3,860.0,13.34,0,23.0
Oriol,Soler,27103900X,Espanya,Sevilla,16.0,9.0,1989.0,Home,1450.0,Grup A,Tècnic IT,1.0,True,80000.0,13.0,22.6,65.0,7.0,Mediterrani,low,low,30-44,True,8.0,1566.0,725.0,24.09,1,37.0
Aina,Fernández,16839113N,Espanya,Barcelona,3.0,4.0,1997.0,Dona,1800.0,Grup A,Tècnic IT,4.0,False,,,16.7,78.0,8.5,Mediterrani,high,high,18-29,True,8.0,1944.0,360.0,24.92,2,29.0
Joana,Romero Ribera,98641515X,Espanya,Màlaga,2.0,1.0,1960.0,Home,1177.0,Grup A,Analista senior,4.0,False,,,22.3,68.5,7.209797297297297,,medium,medium,60+,True,9.0,1282.93,235.4,18.73,2,66.0
Thomas,Vincent,88427071N,França,Nantes,7.0,5.0,1999.0,Home,864.0,Grup A,Analista junior,1.0,,,,10.7,74.36363636363636,7.615909090909091,,high,high,18-29,True,8.0,933.12,432.0,12.55,1,27.0
Xavier,Ramos,27305260D,Espanya,Las Palmas de Gran Canaria,31.0,12.0,1975.0,Home,845.0,Grup A,Analista,0.0,,,,21.325,62.0,6.8,Subtropical,low,low,45-59,False,7.5,908.38,845.0,14.65,1,51.0
Aina,Puig Vila,38182016V,Espanya,Alacant,27.0,4.0,1999.0,Dona,3000.0,Grup A,Analista junior,1.0,True,80000.0,5.8,16.3,68.0,7.0,Mediterrani,low,low,18-29,True,7.0,3210.0,1500.0,47.21,1,27.0
Xavier,Hernández,29950518C,Espanya,Màlaga,28.0,1.0,1962.0,Dona,1031.0,Grup A,Analista,0.0,True,71500.0,14.0,19.8,68.5,7.209797297297297,,medium,medium,60+,False,7.5,1108.32,1031.0,16.18,1,64.0
Adrià,Torres,97772249F,Espanya,Palma,5.0,6.0,1998.0,Home,1148.0,Grup A,Tècnic IT,0.0,,,,17.8,73.0,7.2,Mediterrani,medium,medium,18-29,False,6.0,1216.88,1148.0,16.67,0,28.0
Adrià,Ferrer,59858951C,Espanya,Tarragona,10.0,5.0,1987.0,Dona,774.0,Grup A,Tècnic IT,0.0,False,,,13.6,67.0,6.9,Mediterrani,low,low,30-44,False,6.5,824.31,774.0,12.3,1,39.0
Anna,Domènech,68131630Y,Espanya,Las Palmas de Gran Canaria,13.0,2.0,2004.0,Dona,1572.28,Grup A,Tècnic IT,4.0,False,,,21.325,62.0,6.8,Subtropical,low,low,18-29,True,7.0,1682.34,314.46,27.13,2,22.0
Chloé,Vincent,52481963T,França,Toulouse,27.0,12.0,2004.0,Dona,1263.0,Grup A,Analista,4.0,,,,16.6,74.36363636363636,7.615909090909091,,high,high,18-29,True,8.0,1364.04,252.6,18.34,2,22.0
Anna,,71202946J,Espanya,Bilbao,21.0,8.0,2002.0,Prefereix no contestar,1317.0,Grup A,Tècnic IT,0.0,True,80000.0,25.0,12.7,72.0,7.8,Oceànic,medium,high,18-29,False,5.5,1389.44,1317.0,19.3,0,24.0
Chiara,Ricci,73025187A,Itàlia,Genova,28.0,4.0,1965.0,Prefereix no contestar,1205.0,Grup A,Administratiu/va,0.0,False,,,13.2,72.0,6.9,Mediterrani,medium,low,60+,False,8.0,1301.4,1205.0,18.08,1,61.0
Pol,Gómez Moreno,26955763Q,Espanya,Zaragoza,4.0,4.0,1985.0,Prefereix no contestar,1121.0,Grup A,Analista junior,0.0,True,23129.0,25.0,17.7,68.0,7.0,Continental,low,low,30-44,False,6.5,1193.86,1121.0,17.56,1,41.0
Noa,,89979598A,Espanya,València,15.0,2.0,1964.0,Dona,1113.0,Grup A,Analista junior,0.0,True,50000.0,0.5,17.448148148148146,70.0,7.5,Mediterrani,medium,medium,60+,False,7.5,1196.47,1113.0,17.09,1,62.0
Aina,,37626276S,Espanya,Girona,26.0,3.0,1977.0,Home,1120.0,Grup A,Tècnic IT,0.0,False,,,16.5,66.0,6.8,Mediterrani,low,low,45-59,False,7.5,1204.0,1120.0,18.24,1,49.0
Núria,Vidal,48066060L,Espanya,Sevilla,13.0,2.0,1993.0,Home,1047.0,Grup A,Analista senior,0.0,,,,17.6,65.0,7.0,Mediterrani,low,low,30-44,False,6.5,1115.05,1047.0,17.15,1,33.0
Sofie,Johnsen,59943747Z,Noruega,Tromsø,13.0,10.0,1969.0,Dona,858.0,Grup A,Administratiu/va,0.0,False,,,0.0,87.95454545454545,9.036363636363637,,high,high,45-59,False,8.5,930.93,858.0,10.58,1,57.0
Clara,Moreau,60184824L,França,Paris,27.0,2.0,1999.0,Dona,1034.0,Grup A,Cap de projecte,0.0,True,14527.0,,12.450000000000001,85.0,9.0,Oceànic,high,high,18-29,False,6.5,1101.21,1034.0,12.96,0,27.0
Oriol,Soler,22321103P,Espanya,A Coruña,8.0,8.0,2004.0,Home,1212.0,Grup A,Cap de projecte,2.0,True,42899.0,0.5,14.8,69.0,7.1,Oceànic,medium,medium,18-29,True,7.5,1302.9,404.0,18.88,1,22.0
Alba,Vidal,70937796C,Espanya,Sevilla,23.0,5.0,1978.0,Prefereix no contestar,797.0,Grup A,Analista,4.0,,,,15.6,65.0,7.0,Mediterrani,low,low,45-59,True,9.0,868.73,159.4,13.37,2,48.0
Marina,,35427499N,Espanya,Màlaga,10.0,4.0,1985.0,Dona,1151.0,Grup A,Analista,0.0,True,16390.0,12.1,17.3,68.5,7.209797297297297,,medium,medium,30-44,False,7.0,1231.57,1151.0,17.98,1,41.0
Anna,Costa,46006180S,Espanya,Sevilla,8.0,2.0,1983.0,Dona,1194.0,Grup A,Analista senior,0.0,,,,-5.0,65.0,7.0,Mediterrani,low,low,30-44,False,6.5,1271.61,1194.0,19.56,1,43.0
Marina,Hernández,45609215K,Espanya,Valladolid,6.0,9.0,1986.0,Home,989.0,Grup A,Administratiu/va,0.0,,,,10.5,64.0,6.7,Continental,low,low,30-44,False,6.5,1053.28,989.0,16.46,1,40.0
Marina,Romero,11118688S,Espanya,A Coruña,4.0,5.0,1980.0,Prefereix no contestar,922.0,Grup A,Analista,0.0,False,,,13.3,69.0,7.1,Oceànic,medium,medium,45-59,False,8.0,995.76,922.0,14.43,1,46.0
Laia,Torres Romero,28484302B,Espanya,Madrid,9.0,1.0,1958.0,Home,1341.0,Grup A,Cap de projecte,0.0,True,14892.0,,15.0,75.0,8.0,Continental,high,high,60+,False,8.0,1448.28,1341.0,19.31,1,68.0
Adrià,,51706253M,Espanya,Zaragoza,20.0,5.0,1974.0,Dona,1027.0,Grup A,Tècnic IT,0.0,,,,15.0,68.0,7.0,Continental,low,low,45-59,False,7.5,1104.02,1027.0,16.24,1,52.0
Sara,Puig,28603902Q,Espanya,Bilbao,4.0,7.0,1982.0,Dona,1155.0,Grup A,Responsable de vendes,0.0,False,,,13.352500000000001,72.0,7.8,Oceànic,medium,high,30-44,False,6.5,1230.08,1155.0,17.08,1,44.0
Marc,Soler,29016797K,Espanya,Palma,6.0,1.0,1998.0,Dona,1399.0,Grup A,Analista senior,0.0,,,,15.9,73.0,7.2,Mediterrani,medium,medium,18-29,False,6.0,1482.94,1399.0,20.31,0,28.0
Luca,Moretti,58037222W,Itàlia,Napoli,13.0,5.0,1976.0,Dona,874.0,Grup A,Analista,0.0,True,20000.0,9.2,15.6,65.0,6.5,Mediterrani,low,low,45-59,False,7.5,939.55,874.0,14.45,1,50.0
Sergio,Ribera,99031467R,Espanya,Sevilla,11.0,12.0,1993.0,Home,1517.0,Grup A,Analista,0.0,True,29278.0,11.7,20.8,65.0,7.0,Mediterrani,low,low,30-44,False,6.5,1615.6,1517.0,24.86,1,33.0
Zoé,Durand,17429830T,França,Nice,1.0,4.0,1977.0,Dona,1461.0,Grup A,Analista senior,,False,,,15.2,74.36363636363636,7.615909090909091,,high,high,45-59,False,8.5,1585.18,,21.32,1,49.0
Anna,Ruiz,26425076K,Espanya,Valladolid,22.0,8.0,1983.0,Dona,842.0,Grup A,Analista junior,0.0,False,,,12.7,64.0,6.7,Continental,low,low,30-44,False,6.5,896.73,842.0,14.01,1,43.0
Pau,,58356895X,Espanya,Zaragoza,26.0,10.0,1978.0,Dona,1028.0,Grup A,Tècnic IT,1.0,True,21062.0,,15.4,68.0,7.0,Continental,low,low,45-59,True,9.0,1120.52,514.0,16.48,1,48.0
Emil,Hansen,16003970L,Noruega,Trondheim,23.0,9.0,1980.0,Home,1015.0,Grup A,Analista senior,0.0,,,,3.9,87.95454545454545,9.036363636363637,,high,high,45-59,False,8.5,1101.27,1015.0,12.52,1,46.0
David,Ruiz,91274963P,Espanya,Alacant,5.0,11.0,1995.0,Home,931.0,Grup A,Cap de projecte,0.0,,,,17.23428571428571,68.0,7.0,Mediterrani,low,low,30-44,False,6.5,991.52,931.0,14.58,1,31.0
Marina,Puig Hernández,78276312M,Espanya,Tarragona,27.0,9.0,1971.0,Dona,770.0,Grup A,Analista,4.0,True,80000.0,0.5,17.3,67.0,6.9,Mediterrani,low,low,45-59,True,9.0,839.3,154.0,12.53,2,55.0
Marco,Esposito Mancini,99753485A,Itàlia,Bologna,9.0,3.0,1963.0,Home,1078.0,Grup A,Administratiu/va,1.0,False,,,15.3,74.32967032967034,7.1098901098901095,,high,medium,60+,True,10.0,1185.8,539.0,15.95,1,63.0
,Roca Muñoz,25081699D,Espanya,Palma,8.0,2.0,1976.0,Dona,943.0,Grup A,Tècnic IT,4.0,,,,17.3,73.0,7.2,Mediterrani,medium,medium,45-59,True,9.5,1032.58,188.6,14.14,2,50.0
Elias,Lie,12781968G,Noruega,Trondheim,21.0,12.0,1991.0,Home,1139.0,Grup A,Tècnic IT,1.0,False,,,3.9,87.95454545454545,9.036363636363637,,high,high,30-44,True,9.0,1241.51,569.5,14.12,1,35.0
Laia,,46568726A,Espanya,Palma,2.0,4.0,2002.0,Dona,958.0,Grup A,Tècnic IT,0.0,,,,19.8,73.0,7.2,Mediterrani,medium,medium,18-29,False,6.0,1015.48,958.0,13.91,0,24.0
Arthur,Michel,42831540N,França,Lyon,17.0,9.0,2002.0,Dona,1081.0,Grup A,Analista,0.0,,,,10.7,74.0,7.6,Continental,high,high,18-29,False,6.5,1151.26,1081.0,15.56,0,24.0
Marc,Ferrer,20402470N,Espanya,Las Palmas de Gran Canaria,23.0,7.0,1964.0,Prefereix no contestar,929.0,Grup A,Analista,4.0,True,50000.0,0.5,20.3,62.0,6.8,Subtropical,low,low,60+,True,8.5,1007.96,185.8,16.26,2,62.0
Irene,Moreno,92662979K,Espanya,Tarragona,31.0,5.0,1996.0,Dona,2000.0,Grup A,Responsable de vendes,0.0,False,,,17.3,67.0,6.9,Mediterrani,low,low,30-44,False,6.5,2130.0,2000.0,31.79,1,30.0
,Navarro Torres,85181407N,Espanya,Las Palmas de Gran Canaria,8.0,2.0,1990.0,Home,1254.0,Grup A,Tècnic IT,0.0,,,,25.5,62.0,6.8,Subtropical,low,low,30-44,False,6.5,1335.51,1254.0,21.54,1,36.0
Núria,Vidal Costa,94486312B,Espanya,València,4.0,12.0,1978.0,Dona,868.0,Grup A,Analista,3.0,False,,,20.5,70.0,7.5,Mediterrani,medium,medium,45-59,True,9.5,950.46,217.0,13.58,2,48.0
Sara,,60092039L,Espanya,A Coruña,24.0,5.0,1973.0,Prefereix no contestar,901.0,Grup A,Administratiu/va,0.0,,,,17.4,69.0,7.1,Oceànic,medium,medium,45-59,False,8.0,973.08,901.0,14.1,1,53.0
Sara,,90108005E,Espanya,Bilbao,29.0,5.0,1968.0,Home,1407.0,Grup A,Analista senior,0.0,False,,,18.8,72.0,7.8,Oceànic,medium,high,45-59,False,7.5,1512.52,1407.0,21.01,1,58.0
Núria,Serra Puig,27921592N,Espanya,Murcia,25.0,6.0,1966.0,Dona,1199.0,Grup A,Administratiu/va,0.0,False,,,16.4,60.0,6.5,Mediterrani,low,low,60+,False,7.0,1282.93,1199.0,21.38,1,60.0
,Pujol Muñoz,63442916W,Espanya,A Coruña,20.0,10.0,1958.0,Dona,889.0,Grup A,Analista senior,4.0,False,,,11.6,69.0,7.1,Oceànic,medium,medium,60+,True,9.0,969.01,177.8,14.04,2,68.0
Adrià,Gómez Soler,21091816B,Espanya,Bilbao,26.0,8.0,1964.0,Prefereix no contestar,830.0,Grup A,Cap de projecte,1.0,False,,,10.9,72.0,7.8,Oceànic,medium,high,60+,True,8.5,900.55,415.0,12.51,1,62.0
Marina,Costa,73558440E,Espanya,Valladolid,25.0,6.0,1990.0,Home,1234.0,Grup A,Administratiu/va,4.0,False,,,12.3,64.0,6.7,Continental,low,low,30-44,True,8.0,1332.72,246.8,20.82,2,36.0
Alba,Costa,15347831A,Espanya,Las Palmas de Gran Canaria,10.0,8.0,1961.0,Home,903.0,Grup A,Analista,3.0,True,,,20.8,62.0,6.8,Subtropical,low,low,60+,True,8.5,979.76,225.75,15.8,2,65.0
Marina,,50531871J,Espanya,Alacant,24.0,11.0,1979.0,Dona,1025.0,Grup A,Tècnic IT,0.0,True,74741.0,25.0,18.5,68.0,7.0,Mediterrani,low,low,45-59,False,7.5,1101.88,1025.0,16.2,1,47.0
Marie,Michel Martin,75868272F,França,Nantes,24.0,9.0,1976.0,Dona,866.0,Grup A,Tècnic IT,0.0,True,80000.0,0.5,11.4,74.36363636363636,7.615909090909091,,high,high,45-59,False,8.5,939.61,866.0,12.64,1,50.0
,Soler,65068702Y,Espanya,Valladolid,14.0,7.0,1999.0,Home,863.0,Grup A,Analista,0.0,False,,,12.8,64.0,6.7,Continental,low,low,18-29,False,5.5,910.46,863.0,14.23,0,27.0
